カラット,カット,色,透明度,奥行き,テーブル,価格,長さ,幅,深さ,鑑定書,産地
1.28,Fair,D,VS2,58.6,59.9,3769,5.4,5.05,3.21,株式会社佐々木鉱業鑑定所,オーストラリア
1.85,Ideal,J,VVS2,57.9,56.9,11305,6.2,6.39,3.27,渡辺電気合同会社鑑定所,カナダ
1.53,Premium,G,VVS1,63.7,58.5,7188,5.79,5.59,3.58,井上水産株式会社鑑定所,ロシア
1.59,Premium,H,SI1,65.9,63.2,9763,5.59,5.42,3.15,株式会社清水建設鑑定所,ボツワナ
1.25,Very Good,D,I1,55.6,60.5,4382,4.72,4.63,2.74,合同会社清水通信鑑定所,カナダ
1.6,Premium,F,VVS1,56.0,61.8,8789,5.0,4.88,3.43,合同会社中村銀行鑑定所,ロシア
0.42,Good,I,VS2,63.3,62.9,525,3.48,3.37,1.99,有限会社藤田銀行鑑定所,ロシア
1.3,Very Good,D,VS2,64.4,61.4,5255,5.07,4.9,2.65,高橋ガス有限会社鑑定所,ロシア
1.15,Premium,I,VVS2,60.2,62.4,4518,4.67,4.61,3.37,合同会社木村建設鑑定所,ボツワナ
0.6,Premium,G,SI1,59.6,57.5,1185,4.23,4.22,2.34,田中水産株式会社鑑定所,カナダ
0.97,Ideal,E,VVS1,59.5,61.7,4522,4.52,4.43,2.68,株式会社渡辺情報鑑定所,オーストラリア
1.22,Premium,I,VS2,58.2,65.5,5383,4.99,4.8,3.11,合同会社坂本鉱業鑑定所,ボツワナ
0.78,Good,H,VS2,60.6,59.1,1687,4.55,4.53,2.6,藤田電気合同会社鑑定所,ロシア
0.58,Ideal,D,VS1,57.6,62.1,1230,3.85,3.78,2.2,合同会社渡辺銀行鑑定所,オーストラリア
0.89,Premium,H,IF,60.4,62.2,2780,4.57,4.41,3.01,合同会社佐々木通信鑑定所,南アフリカ
0.75,Very Good,J,IF,67.3,58.9,1640,3.88,3.85,2.52,有限会社鈴木通信鑑定所,ボツワナ
0.84,Premium,G,VVS1,56.6,61.1,2690,4.29,4.32,2.88,株式会社斎藤情報鑑定所,ロシア
0.91,Very Good,H,IF,52.1,55.3,2566,4.44,4.33,3.06,合同会社高橋建設鑑定所,カナダ
1.48,Premium,D,VS1,63.2,58.5,7718,4.84,4.67,3.12,佐藤鉱業合同会社鑑定所,カナダ
1.74,Premium,E,SI1,71.3,62.2,10894,5.99,5.86,3.46,佐々木運輸合同会社鑑定所,カナダ
1.14,Premium,G,SI1,59.8,64.3,4207,4.83,4.92,2.7,岡本鉱業合同会社鑑定所,ロシア
1.59,Very Good,I,VVS2,55.4,64.3,6925,5.25,5.24,3.16,有限会社中村銀行鑑定所,南アフリカ
1.07,Ideal,G,SI2,58.5,62.9,4097,5.03,4.94,3.02,有限会社池田ガス鑑定所,ボツワナ
1.2,Ideal,F,I1,54.0,55.3,5226,5.1,5.06,3.43,有限会社村上情報鑑定所,カナダ
0.97,Very Good,E,VS2,59.3,62.4,2849,4.77,4.61,2.64,合同会社小林水産鑑定所,オーストラリア
0.96,Very Good,G,VS1,61.9,62.3,3022,4.35,4.35,2.71,加藤情報合同会社鑑定所,ボツワナ
0.81,Fair,I,VS1,63.7,59.1,1433,3.95,3.96,2.33,鈴木印刷有限会社鑑定所,カナダ
0.63,Very Good,F,SI1,53.8,58.3,1184,4.19,4.06,2.49,合同会社山田運輸鑑定所,ボツワナ
0.46,Premium,F,SI1,58.9,57.9,633,3.79,3.74,2.15,有限会社佐藤銀行鑑定所,ロシア
1.12,Premium,I,IF,53.3,56.6,4523,4.87,4.78,2.87,合同会社岡本情報鑑定所,南アフリカ
0.99,Ideal,I,IF,60.0,61.7,3799,4.8,4.7,2.85,長谷川運輸株式会社鑑定所,オーストラリア
0.4,Very Good,H,SI2,68.2,59.1,500,3.25,3.17,1.85,有限会社佐藤銀行鑑定所,南アフリカ
0.63,Very Good,J,SI2,67.5,57.8,1362,4.08,4.18,2.3,吉田情報合同会社鑑定所,ロシア
0.86,Ideal,I,VVS1,51.1,60.4,2614,4.09,3.93,2.4,山本運輸株式会社鑑定所,ロシア
1.52,Very Good,F,SI1,59.2,60.5,7324,5.66,5.5,3.36,株式会社岡田建設鑑定所,オーストラリア
0.86,Ideal,I,VS1,67.0,55.4,2862,4.36,4.31,2.55,中村建設有限会社鑑定所,南アフリカ
0.47,Premium,H,VVS1,62.3,63.0,830,3.35,3.26,1.98,合同会社田中農林鑑定所,オーストラリア
0.47,Premium,E,VVS1,56.9,62.5,676,3.25,3.18,2.02,井上農林株式会社鑑定所,カナダ
0.65,Premium,D,VVS2,59.0,57.1,1457,4.09,4.05,2.0,有限会社加藤印刷鑑定所,ロシア
0.73,Good,J,I1,67.1,60.9,1492,4.03,4.02,2.46,岡本情報有限会社鑑定所,南アフリカ
2.15,Premium,E,VS1,57.4,63.9,17090,6.08,6.15,3.93,田中保険株式会社鑑定所,南アフリカ
1.34,Premium,E,VS1,66.5,66.6,6196,5.64,5.6,3.31,田中水産有限会社鑑定所,オーストラリア
1.54,Very Good,F,I1,63.1,62.5,6318,5.14,5.05,3.08,合同会社山本銀行鑑定所,ロシア
1.51,Premium,E,VVS2,64.9,60.8,7191,5.76,5.64,3.37,株式会社佐々木保険鑑定所,ロシア
1.32,Very Good,H,VVS1,54.4,55.6,4676,5.22,5.11,3.2,近藤ガス株式会社鑑定所,カナダ
0.46,Ideal,I,I1,54.8,60.1,679,3.6,3.54,2.51,合同会社佐々木食品鑑定所,ロシア
0.59,Very Good,I,VS1,65.2,65.7,1241,3.73,3.64,1.97,株式会社伊藤ガス鑑定所,オーストラリア
1.02,Fair,H,VVS2,57.7,55.9,3125,4.58,4.53,3.08,有限会社山下農林鑑定所,ボツワナ
0.45,Premium,J,VVS1,61.2,61.2,545,3.46,3.37,2.12,高橋鉱業合同会社鑑定所,ボツワナ
3.0,Premium,J,SI2,56.0,54.1,26499,6.86,6.61,4.1,有限会社小林食品鑑定所,南アフリカ
0.92,Fair,F,VS1,63.8,61.8,1922,4.42,4.46,2.42,株式会社木村印刷鑑定所,南アフリカ
0.95,Very Good,J,SI1,67.2,59.9,2973,4.69,4.5,1.98,清水通信株式会社鑑定所,ロシア
0.53,Very Good,J,SI2,55.0,59.2,850,3.76,3.63,2.08,中村運輸合同会社鑑定所,オーストラリア
1.43,Good,J,VVS1,73.7,57.9,6650,5.28,5.27,3.33,佐々木ガス合同会社鑑定所,オーストラリア
1.13,Good,I,IF,58.0,60.0,3472,5.43,5.35,2.74,有限会社山下建設鑑定所,カナダ
1.42,Premium,G,VS1,61.6,61.6,6425,5.41,5.21,3.19,合同会社田中建設鑑定所,ボツワナ
0.64,Premium,G,SI2,52.1,61.9,1093,3.74,3.7,2.35,山田銀行有限会社鑑定所,南アフリカ
0.56,Very Good,H,VS2,59.6,55.8,973,3.87,3.84,2.29,小林保険株式会社鑑定所,ロシア
1.24,Ideal,J,VVS1,55.0,61.7,5259,5.23,5.09,2.75,近藤情報合同会社鑑定所,オーストラリア
0.58,Premium,I,SI1,63.3,60.8,1098,3.97,3.9,2.56,近藤鉱業合同会社鑑定所,オーストラリア
1.38,Ideal,I,VS2,55.3,59.4,8071,5.02,4.9,3.09,合同会社山田食品鑑定所,ロシア
1.42,Very Good,J,I1,56.0,61.4,6577,5.05,5.1,2.93,有限会社林鉱業鑑定所,ロシア
0.55,Ideal,E,SI2,58.4,58.4,1012,3.93,3.83,2.66,有限会社坂本印刷鑑定所,南アフリカ
0.91,Premium,G,I1,53.9,60.4,2779,4.78,4.75,2.95,伊藤印刷有限会社鑑定所,オーストラリア
1.35,Premium,D,IF,59.2,61.2,7124,4.85,4.93,2.87,山本食品有限会社鑑定所,オーストラリア
2.71,Very Good,H,VVS1,60.0,57.1,20564,6.99,6.78,4.67,株式会社高橋ガス鑑定所,オーストラリア
2.72,Ideal,G,VVS2,68.0,62.5,32996,6.39,6.38,3.62,渡辺印刷有限会社鑑定所,オーストラリア
0.62,Very Good,H,VVS1,62.4,60.4,1030,4.33,4.01,2.91,合同会社山田運輸鑑定所,南アフリカ
0.92,Premium,I,SI1,60.0,60.5,2373,4.4,4.31,2.73,有限会社青木印刷鑑定所,ロシア
0.75,Ideal,H,SI2,56.4,61.1,2029,4.37,4.41,2.82,小林農林株式会社鑑定所,南アフリカ
1.03,Premium,I,SI2,63.3,65.4,3448,4.61,4.66,2.84,前田鉱業有限会社鑑定所,カナダ
1.27,Good,D,IF,60.4,63.6,4207,4.82,4.6,3.43,鈴木保険株式会社鑑定所,ロシア
0.58,Good,J,IF,58.0,57.6,885,3.97,4.01,2.26,山田水産合同会社鑑定所,オーストラリア
1.47,Very Good,F,I1,67.8,61.1,5785,4.68,4.6,2.98,株式会社松本印刷鑑定所,南アフリカ
1.0,Premium,H,VVS2,61.7,59.9,3468,4.8,4.64,2.8,山田ガス株式会社鑑定所,ロシア
1.53,Ideal,E,SI2,60.0,64.4,9401,5.59,5.58,3.18,松田食品合同会社鑑定所,オーストラリア
1.25,Very Good,H,I1,57.7,55.3,4864,5.08,5.01,2.96,有限会社斉藤印刷鑑定所,ボツワナ
0.5,Good,F,VVS2,61.4,62.2,662,3.75,3.7,2.34,合同会社井上銀行鑑定所,南アフリカ
0.91,Premium,H,VS1,56.0,57.8,3038,4.04,3.86,2.32,有限会社吉田食品鑑定所,ロシア
0.66,Good,G,VVS2,62.7,62.6,1092,4.38,4.45,2.18,渡辺銀行有限会社鑑定所,オーストラリア
1.31,Good,F,VVS1,63.6,57.5,4600,4.8,4.69,2.59,田中保険合同会社鑑定所,ボツワナ
0.54,Fair,I,VS1,67.9,52.4,702,3.64,3.59,2.38,林ガス株式会社鑑定所,オーストラリア
0.66,Good,G,VS2,61.7,53.8,1433,4.06,4.03,2.43,株式会社山下食品鑑定所,ロシア
0.9,Fair,I,SI1,59.1,62.9,1948,4.12,3.86,2.63,合同会社橋本農林鑑定所,オーストラリア
0.83,Premium,G,SI2,56.9,58.8,2436,4.57,4.42,2.68,合同会社鈴木水産鑑定所,ボツワナ
1.47,Ideal,J,VS1,57.7,59.7,6759,5.12,5.18,3.3,合同会社山口電気鑑定所,カナダ
1.56,Good,H,VS2,61.2,69.4,6655,5.77,5.72,3.53,藤井鉱業合同会社鑑定所,オーストラリア
0.71,Very Good,G,VVS1,53.9,59.9,1520,4.32,4.25,3.05,吉田情報株式会社鑑定所,ボツワナ
0.78,Good,F,VS1,64.1,57.4,1870,4.39,4.39,2.71,合同会社石川情報鑑定所,カナダ
0.5,Good,E,VVS2,57.5,55.2,722,3.42,3.34,1.98,合同会社近藤情報鑑定所,ボツワナ
0.98,Ideal,E,VVS1,68.7,61.4,3674,4.5,4.38,2.41,有限会社清水運輸鑑定所,ボツワナ
0.77,Ideal,J,SI1,60.6,57.0,1913,4.27,4.1,2.38,株式会社山下銀行鑑定所,オーストラリア
0.64,Very Good,J,VS2,59.3,60.4,1237,3.8,3.76,2.57,合同会社石川農林鑑定所,南アフリカ
1.2,Premium,H,IF,58.3,59.9,5266,4.49,4.32,3.26,山本保険株式会社鑑定所,ロシア
1.42,Premium,I,VVS1,62.2,60.4,6893,5.39,5.33,3.15,佐藤電気合同会社鑑定所,ロシア
0.56,Fair,E,VS1,57.0,62.2,838,3.89,3.76,2.47,鈴木電気合同会社鑑定所,オーストラリア
0.87,Premium,F,SI2,53.5,57.4,2255,4.28,4.24,2.62,井上情報株式会社鑑定所,オーストラリア
0.95,Premium,G,VS1,58.8,66.3,3149,4.31,4.13,2.32,村上印刷有限会社鑑定所,ボツワナ
0.98,Very Good,I,VVS2,65.8,57.0,2790,4.84,4.89,2.46,合同会社中村運輸鑑定所,オーストラリア
0.76,Ideal,G,I1,62.9,62.8,2223,4.43,4.31,2.39,井上建設合同会社鑑定所,オーストラリア
0.8,Ideal,J,I1,58.6,59.6,2017,4.11,3.9,2.44,合同会社森運輸鑑定所,ロシア
1.31,Very Good,H,VS1,63.2,58.3,5476,5.24,5.06,3.0,有限会社中島ガス鑑定所,南アフリカ
1.13,Good,D,VS2,64.0,61.7,3245,5.04,5.04,3.22,斉藤食品有限会社鑑定所,オーストラリア
0.72,Good,F,I1,56.0,61.2,1517,4.12,4.05,2.41,中村水産有限会社鑑定所,南アフリカ
1.32,Very Good,D,SI2,61.7,62.4,5324,4.41,4.31,2.77,有限会社渡辺食品鑑定所,カナダ
1.4,Ideal,I,SI1,56.7,59.0,7006,5.44,5.25,3.13,加藤通信株式会社鑑定所,ロシア
2.04,Premium,E,SI1,63.9,62.9,13219,5.7,5.52,3.05,合同会社鈴木鉱業鑑定所,南アフリカ
1.42,Premium,F,SI1,53.5,55.6,7801,5.12,5.04,2.8,岡田保険合同会社鑑定所,オーストラリア
0.54,Ideal,H,VS1,58.8,53.9,1131,3.61,3.55,2.38,渡辺電気合同会社鑑定所,オーストラリア
1.14,Ideal,E,SI2,54.4,59.7,4834,4.71,4.53,2.82,吉田保険株式会社鑑定所,カナダ
1.63,Very Good,J,IF,62.4,57.5,8861,5.49,5.28,3.2,有限会社前田食品鑑定所,南アフリカ
3.65,Premium,D,VVS1,62.6,57.6,44597,7.6,7.53,4.51,株式会社中川印刷鑑定所,ボツワナ
1.08,Very Good,E,VS2,59.1,60.8,4105,4.78,4.69,2.78,有限会社木村運輸鑑定所,カナダ
1.04,Premium,E,SI2,65.2,58.9,3240,4.78,4.65,2.89,合同会社山田電気鑑定所,ロシア
0.89,Good,F,IF,65.2,64.1,2525,4.42,4.27,2.64,有限会社吉田建設鑑定所,オーストラリア
1.04,Premium,F,SI2,57.6,57.9,3254,4.99,4.95,2.72,佐藤建設合同会社鑑定所,カナダ
0.88,Ideal,F,VS2,59.0,61.6,2652,4.42,4.44,2.86,中村建設有限会社鑑定所,カナダ
1.22,Very Good,H,SI2,60.1,60.6,4269,4.79,4.55,3.11,清水水産株式会社鑑定所,南アフリカ
1.69,Fair,E,VVS1,68.7,58.2,7738,5.67,5.73,2.7,合同会社石川食品鑑定所,オーストラリア
0.95,Ideal,F,VS2,62.9,56.6,3772,4.48,4.4,2.64,合同会社山口通信鑑定所,ロシア
1.04,Good,G,I1,57.4,62.7,2692,4.91,4.89,3.12,合同会社藤原銀行鑑定所,ロシア
0.94,Premium,G,VS2,59.7,64.1,3158,4.6,4.32,2.84,山崎情報有限会社鑑定所,南アフリカ
0.99,Fair,J,SI1,57.4,55.8,2755,4.56,4.42,2.57,有限会社岡本鉱業鑑定所,ボツワナ
1.93,Premium,I,SI1,61.7,62.8,11213,5.67,5.81,3.36,合同会社三浦情報鑑定所,ボツワナ
1.59,Premium,F,VVS2,60.0,54.0,7604,5.53,5.48,2.89,林水産合同会社鑑定所,ボツワナ
1.46,Good,F,SI1,57.5,58.2,5388,5.41,5.28,3.11,阿部建設有限会社鑑定所,ボツワナ
1.05,Good,G,I1,57.0,63.0,2580,4.8,4.48,2.87,合同会社小林農林鑑定所,ボツワナ
1.11,Very Good,G,VS2,72.5,62.0,4073,4.72,4.58,2.84,橋本電気有限会社鑑定所,オーストラリア
0.84,Fair,F,SI1,58.4,58.6,1672,4.16,4.12,2.34,清水印刷合同会社鑑定所,南アフリカ
1.34,Ideal,F,SI2,71.2,61.0,7464,5.06,5.0,3.44,株式会社吉田建設鑑定所,南アフリカ
0.6,Very Good,J,VVS1,59.5,61.8,1101,4.09,4.0,2.24,森通信合同会社鑑定所,カナダ
1.26,Ideal,I,VS2,58.7,57.2,4803,5.57,5.44,3.21,中島農林株式会社鑑定所,ロシア
0.56,Premium,F,SI2,55.3,62.0,1061,3.98,3.88,2.0,株式会社中川ガス鑑定所,オーストラリア
1.11,Premium,I,IF,58.6,57.7,4257,5.01,4.76,2.74,山本印刷有限会社鑑定所,南アフリカ
1.22,Ideal,G,VVS1,60.4,65.1,4708,5.41,5.47,3.01,株式会社渡辺鉱業鑑定所,カナダ
0.89,Good,F,VVS2,51.4,62.7,2415,4.55,4.24,3.18,藤田建設株式会社鑑定所,ロシア
1.45,Good,G,VS2,57.6,57.9,5614,5.05,4.96,3.1,有限会社後藤電気鑑定所,ロシア
1.15,Very Good,H,SI1,55.6,60.4,4526,4.88,4.76,3.07,山下電気合同会社鑑定所,南アフリカ
0.55,Ideal,E,SI2,63.0,59.7,1215,3.72,3.74,1.98,渡辺水産有限会社鑑定所,カナダ
1.57,Ideal,I,VVS1,46.9,59.5,8050,5.21,4.95,3.06,有限会社林運輸鑑定所,南アフリカ
0.54,Premium,F,I1,65.5,55.9,798,3.79,3.8,2.39,有限会社加藤水産鑑定所,ボツワナ
0.77,Premium,J,SI1,59.2,60.8,2158,4.25,4.19,2.27,林水産合同会社鑑定所,ロシア
1.15,Very Good,F,VS1,66.1,61.1,4285,5.16,4.88,2.88,鈴木電気有限会社鑑定所,南アフリカ
1.1,Ideal,J,I1,73.2,63.7,4416,4.83,4.75,3.05,合同会社山口保険鑑定所,オーストラリア
0.83,Good,H,SI1,58.7,62.6,1602,4.29,4.32,2.3,西村鉱業合同会社鑑定所,オーストラリア
1.4,Very Good,H,IF,58.7,62.7,6251,5.04,4.88,3.06,中川鉱業合同会社鑑定所,ロシア
0.87,Premium,H,VVS2,65.5,60.3,2462,4.52,4.43,2.34,松本建設合同会社鑑定所,ボツワナ
2.37,Ideal,F,VVS1,56.0,63.8,23476,6.05,5.72,4.03,山口ガス有限会社鑑定所,カナダ
1.42,Good,J,SI1,60.2,58.0,5346,5.07,5.06,2.9,合同会社小川ガス鑑定所,カナダ
1.55,Good,E,VVS2,57.8,55.6,6947,4.83,4.82,2.87,遠藤建設株式会社鑑定所,カナダ
1.0,Premium,F,IF,70.9,61.1,3006,4.98,4.97,3.46,中川通信株式会社鑑定所,カナダ
3.52,Very Good,E,SI2,61.7,56.6,34618,6.79,6.55,4.38,渡辺保険有限会社鑑定所,カナダ
2.03,Ideal,F,SI1,57.7,62.5,15524,5.9,5.78,3.64,有限会社斎藤食品鑑定所,カナダ
0.8,Premium,D,I1,65.2,59.3,1988,4.19,3.99,2.45,有限会社阿部ガス鑑定所,ボツワナ
1.39,Very Good,E,SI1,70.3,58.4,6207,4.72,4.61,2.9,加藤電気合同会社鑑定所,ロシア
0.91,Very Good,J,I1,56.3,65.9,2548,4.72,4.66,2.51,佐藤通信株式会社鑑定所,南アフリカ
1.65,Premium,E,VS1,61.1,64.2,8000,5.41,5.19,3.03,株式会社中島通信鑑定所,南アフリカ
0.98,Very Good,I,I1,60.0,64.3,2847,4.37,4.2,2.76,有限会社近藤通信鑑定所,ロシア
1.51,Fair,D,IF,61.9,59.2,6443,5.28,5.07,3.01,有限会社渡辺建設鑑定所,南アフリカ
0.93,Ideal,G,SI1,65.8,58.3,3440,4.58,4.37,3.15,株式会社池田印刷鑑定所,オーストラリア
0.95,Good,J,SI1,52.0,60.8,2567,4.57,4.49,2.74,小林水産株式会社鑑定所,オーストラリア
1.72,Ideal,J,IF,60.7,61.5,10846,5.45,5.37,3.39,鈴木電気有限会社鑑定所,ボツワナ
0.71,Ideal,E,SI1,57.0,56.0,2221,3.91,3.93,2.36,有限会社高橋農林鑑定所,南アフリカ
0.7,Ideal,D,VS2,55.0,61.7,1821,4.17,4.12,2.54,中村農林有限会社鑑定所,ロシア
0.95,Premium,J,VVS1,65.4,59.8,2990,4.64,4.39,2.65,有限会社長谷川情報鑑定所,カナダ
1.88,Good,I,VS1,60.7,64.5,9772,5.96,5.95,2.83,鈴木保険合同会社鑑定所,カナダ
0.71,Good,F,IF,62.1,59.0,1591,4.14,4.1,2.55,中村鉱業合同会社鑑定所,ロシア
0.56,Premium,F,I1,59.7,62.2,1032,3.82,3.78,2.27,阿部運輸合同会社鑑定所,オーストラリア
2.06,Premium,H,IF,54.6,61.5,12996,6.11,5.91,3.57,高橋食品合同会社鑑定所,ロシア
0.66,Very Good,G,VS1,50.9,57.2,1267,4.09,4.09,2.9,有限会社佐々木食品鑑定所,南アフリカ
0.86,Premium,G,I1,57.4,58.8,2427,4.7,4.52,2.57,佐々木建設有限会社鑑定所,ロシア
0.88,Premium,J,SI2,56.6,60.7,2730,4.49,4.44,2.45,小林運輸合同会社鑑定所,オーストラリア
0.8,Very Good,G,SI2,63.9,56.8,1833,4.27,4.12,2.37,中村印刷株式会社鑑定所,ボツワナ
0.75,Very Good,H,SI1,67.2,64.8,1663,4.25,4.14,2.11,山本水産合同会社鑑定所,ロシア
1.29,Premium,F,VS2,66.6,62.7,6213,4.89,4.82,3.02,井上建設有限会社鑑定所,オーストラリア
0.84,Good,D,SI1,59.9,63.4,2227,4.26,4.07,2.68,岡本農林有限会社鑑定所,南アフリカ
0.29,Ideal,F,VS1,55.8,63.7,500,3.06,3.15,1.93,石川銀行株式会社鑑定所,カナダ
0.52,Premium,D,VVS1,62.1,62.1,813,4.0,3.87,2.46,中村通信有限会社鑑定所,カナダ
1.76,Very Good,D,VS2,56.1,57.4,10002,5.49,5.55,3.45,株式会社池田銀行鑑定所,ロシア
1.6,Very Good,H,VVS2,54.5,61.3,8133,5.29,5.29,2.9,斉藤鉱業株式会社鑑定所,ボツワナ
1.23,Premium,J,VVS1,54.6,61.4,5047,4.98,4.83,2.84,株式会社中村印刷鑑定所,ボツワナ
1.76,Very Good,E,VS1,55.7,56.2,9589,5.49,5.4,2.88,中村食品有限会社鑑定所,ボツワナ
0.8,Premium,F,VVS1,61.3,57.1,1927,4.65,4.53,2.98,株式会社田中印刷鑑定所,ロシア
3.98,Ideal,J,SI2,66.0,60.0,51737,7.57,7.37,4.96,有限会社伊藤印刷鑑定所,カナダ
0.93,Good,H,IF,60.9,56.1,2939,4.68,4.47,2.62,有限会社山田銀行鑑定所,カナダ
1.0,Premium,E,I1,53.2,63.2,3149,4.79,4.65,2.3,株式会社鈴木銀行鑑定所,南アフリカ
1.64,Good,H,VVS1,50.6,64.6,7110,5.34,5.23,3.18,合同会社山崎保険鑑定所,オーストラリア
1.54,Ideal,H,VVS2,65.0,59.6,7981,5.44,5.51,3.46,有限会社松本保険鑑定所,ボツワナ
2.09,Very Good,E,VS2,55.9,65.9,15619,5.61,5.59,3.56,株式会社吉田情報鑑定所,ボツワナ
0.49,Ideal,J,VS1,61.4,62.9,853,3.47,3.45,2.09,伊藤運輸有限会社鑑定所,南アフリカ
0.53,Ideal,E,VS2,54.5,61.7,999,3.76,3.78,2.1,渡辺印刷合同会社鑑定所,ボツワナ
1.06,Premium,D,VS2,54.3,61.9,3512,4.63,4.41,2.33,坂本農林株式会社鑑定所,ボツワナ
0.53,Premium,G,SI2,68.6,58.3,930,3.83,3.79,1.91,山口農林合同会社鑑定所,カナダ
0.58,Ideal,J,SI1,58.6,55.9,1137,3.79,3.62,2.45,株式会社近藤ガス鑑定所,カナダ
2.35,Very Good,G,VS1,55.0,62.3,14979,6.68,6.7,3.73,佐々木食品合同会社鑑定所,ボツワナ
0.39,Ideal,H,SI2,53.0,55.0,500,3.15,3.0,1.9,有限会社田中運輸鑑定所,カナダ
0.8,Premium,H,VS1,58.2,63.1,1739,4.33,4.19,2.39,前田運輸合同会社鑑定所,ロシア
1.64,Very Good,D,SI2,60.0,60.6,8277,5.97,5.85,3.51,有限会社佐藤建設鑑定所,ボツワナ
0.82,Premium,G,I1,56.6,61.5,2081,4.39,4.26,2.47,木村通信有限会社鑑定所,オーストラリア
1.12,Ideal,F,VVS2,63.2,54.9,4987,4.63,4.64,2.57,有限会社山田運輸鑑定所,オーストラリア
0.87,Good,H,I1,70.4,63.8,2060,4.58,4.56,2.79,吉田印刷合同会社鑑定所,オーストラリア
1.06,Very Good,E,SI2,64.1,61.6,3216,4.79,4.83,2.67,合同会社藤原建設鑑定所,南アフリカ
0.98,Very Good,E,VS2,51.1,60.1,3224,4.52,4.45,3.05,西村建設有限会社鑑定所,オーストラリア
0.85,Premium,I,SI2,57.7,59.0,2365,4.46,4.36,2.73,鈴木ガス有限会社鑑定所,ボツワナ
0.75,Ideal,I,I1,64.8,59.5,1926,4.27,4.18,2.73,佐藤保険有限会社鑑定所,ボツワナ
1.1,Very Good,E,VS1,51.0,60.1,3319,5.14,5.09,3.3,合同会社太田建設鑑定所,ロシア
0.83,Good,G,IF,55.9,57.7,1953,4.17,4.19,2.46,合同会社石川農林鑑定所,ロシア
0.34,Premium,D,IF,62.4,62.7,500,3.21,3.1,2.06,株式会社斉藤運輸鑑定所,南アフリカ
2.6,Very Good,D,SI2,57.7,61.2,20115,6.55,6.47,4.6,阿部電気合同会社鑑定所,ボツワナ
1.07,Premium,H,VS2,58.5,65.7,3928,4.83,4.79,3.01,株式会社山下水産鑑定所,ロシア
1.93,Premium,I,VVS2,63.9,58.8,10731,5.89,5.7,3.82,松本鉱業株式会社鑑定所,南アフリカ
0.56,Fair,D,SI2,53.8,60.9,838,3.61,3.52,2.09,株式会社小林鉱業鑑定所,南アフリカ
0.94,Premium,E,SI1,53.9,56.0,2961,4.53,4.29,2.56,合同会社前田電気鑑定所,南アフリカ
1.35,Ideal,I,IF,55.3,57.7,7619,5.49,5.51,3.33,岡田運輸株式会社鑑定所,南アフリカ
0.4,Very Good,F,VS1,58.3,61.2,511,3.53,3.29,2.29,合同会社長谷川ガス鑑定所,カナダ
0.55,Very Good,H,SI1,59.0,65.4,914,3.72,3.59,2.11,合同会社三浦食品鑑定所,ロシア
2.02,Premium,I,I1,66.4,58.2,12407,6.17,6.22,3.08,中村建設合同会社鑑定所,オーストラリア
1.21,Premium,D,VVS1,59.8,59.6,5666,5.17,5.1,3.1,佐々木ガス合同会社鑑定所,南アフリカ
0.95,Very Good,E,IF,57.1,62.3,2476,4.24,4.24,2.61,有限会社中村水産鑑定所,ボツワナ
0.66,Good,F,VS1,54.4,60.8,1216,3.59,3.63,2.1,有限会社渡辺保険鑑定所,ボツワナ
1.11,Ideal,D,VVS2,54.7,62.9,4378,4.75,4.71,2.88,岡田運輸合同会社鑑定所,南アフリカ
0.56,Very Good,G,VS1,56.2,65.7,1013,4.06,4.02,2.63,山本農林有限会社鑑定所,ロシア
0.72,Good,E,VVS2,62.7,55.5,1212,4.21,4.1,2.44,石井銀行株式会社鑑定所,オーストラリア
1.27,Ideal,I,I1,58.2,60.2,6251,4.93,4.85,3.0,有限会社藤原鉱業鑑定所,カナダ
0.83,Ideal,J,SI2,61.9,60.6,2785,4.41,4.42,2.57,株式会社青木運輸鑑定所,ロシア
0.92,Premium,I,VVS1,55.4,60.5,2544,4.77,4.58,2.76,山田ガス有限会社鑑定所,オーストラリア
1.65,Very Good,F,IF,52.5,58.4,7983,5.18,5.15,2.96,合同会社田中保険鑑定所,ロシア
1.08,Premium,H,SI2,63.5,55.7,4378,5.44,5.37,3.5,中村水産合同会社鑑定所,カナダ
1.34,Ideal,H,I1,51.1,60.8,6801,4.79,4.58,2.83,藤井電気有限会社鑑定所,ボツワナ
1.39,Good,J,SI1,61.3,63.6,5371,5.13,4.84,3.26,岡本運輸有限会社鑑定所,ボツワナ
0.76,Very Good,I,VS2,60.9,62.4,1624,4.56,4.5,3.12,木村銀行合同会社鑑定所,カナダ
